2017-01-16T17:49:25.864;EMeter_Coffeemaker;0.0
2017-01-16T17:49:32.658;EMeter_L;0.0
2017-01-16T17:50:17.385;MotionD_T;1
2017-01-16T17:50:17.584;MotionD_L;1
2017-01-16T17:50:47.881;MotionD_L;0
2017-01-16T17:50:47.988;MotionD_T;0
2017-01-16T17:51:25.252;MotionD_T;1
2017-01-16T17:51:55.664;MotionD_T;0
2017-01-16T17:53:34.429;MotionD_T;1
2017-01-16T17:53:41.228;MotionD_L;1
2017-01-16T17:54:03.834;MotionD_B;1
2017-01-16T17:54:47.686;MotionD_K;1
2017-01-16T17:54:49.336;MotionD_S;1
2017-01-16T17:54:54.555;MotionD_L;0
2017-01-16T17:55:11.207;MotionD_B;0
2017-01-16T17:56:04.555;MotionD_S;0
2017-01-16T17:56:29.348;MotionD_L;0
2017-01-16T17:57:04.826;MotionD_K;0
2017-01-16T17:57:14.933;MotionD_K;0
2017-01-16T18:01:58.693;MotionD_T;0
2017-01-16T18:02:03.425;MotionD_T;1
2017-01-16T18:02:33.581;MotionD_T;0
2017-01-16T18:02:36.583;MotionD_T;1
2017-01-16T18:03:18.797;ContactS_E;1
2017-01-16T18:03:27.575;ContactS_E;0
2017-01-16T18:03:29.311;ContactS_E;1
2017-01-16T18:03:29.668;ContactS_E;0
2017-01-16T18:03:31.450;ContactS_E;1
2017-01-16T18:03:33.309;ContactS_E;0
2017-01-16T18:03:48.251;ContactS_Fridge;1
2017-01-16T18:03:56.149;ContactS_Fridge;0
2017-01-16T18:04:27.154;MotionD_T;0
2017-01-16T18:06:40.038;MotionD_T;1
2017-01-16T18:07:28.535;MotionD_T;0
2017-01-16T18:08:10.498;MotionD_B;1
2017-01-16T18:08:13.150;MotionD_T;1
2017-01-16T18:08:36.237;MotionD_L;1
2017-01-16T18:09:06.251;MotionD_T;0
2017-01-16T18:09:06.810;MotionD_B;0
2017-01-16T18:09:07.335;MotionD_L;0
2017-01-17T09:25:04.314;MotionD_E.BatteryLevel;81
2017-01-17T10:23:25.008;MotionD_B;1
2017-01-17T10:23:31.136;MotionD_L;1
2017-01-17T10:23:31.932;MotionD_T;1
2017-01-17T10:24:02.075;MotionD_L;0
2017-01-17T10:24:02.585;MotionD_T;0
