"2017-01-30 07:58:30",START:Entrance|Entering
"2017-01-30 08:01:44",STOP:Entrance|Entering
"2017-01-30 08:01:52",START:Staircase|Going_up
"2017-01-30 08:02:11",STOP:Staircase|Going_up
"2017-01-30 08:02:25",START:Bathroom|Showering
"2017-01-30 08:18:12",STOP:Bathroom|Showering
"2017-01-30 08:18:17",START:Bathroom|Using_the_sink
"2017-01-30 08:22:39",STOP:Bathroom|Using_the_sink
"2017-01-30 08:22:53",START:Staircase|Going_down
"2017-01-30 08:23:10",STOP:Staircase|Going_down
"2017-01-30 08:23:25",START:Living_room|Watching_TV
"2017-01-30 08:45:24",STOP:Living_room|Watching_TV
"2017-01-30 08:45:32",START:Toilet|Using_the_toilet
"2017-01-30 08:48:04",STOP:Toilet|Using_the_toilet
"2017-01-30 08:48:11",START:Staircase|Going_up
"2017-01-30 08:48:35",STOP:Staircase|Going_up
"2017-01-30 08:48:41",START:Office|Computing
"2017-01-30 11:45:44",STOP:Office|Computing
"2017-01-30 11:45:45",START:Staircase|Going_down
"2017-01-30 11:46:05",STOP:Staircase|Going_down
"2017-01-30 11:46:21",START:Kitchen|Preparing
"2017-01-30 11:48:54",STOP:Kitchen|Preparing
"2017-01-30 11:48:57",START:Kitchen|Cooking
"2017-01-30 12:02:12",STOP:Kitchen|Cooking
"2017-01-30 12:02:22",START:Living_room|Eating
"2017-01-30 12:16:51",STOP:Living_room|Eating
"2017-01-30 12:16:59",START:Kitchen|Washing_the_dishes
"2017-01-30 12:25:00",STOP:Kitchen|Washing_the_dishes
"2017-01-30 12:25:11",START:Living_room|Cleaning
"2017-01-30 12:26:13",STOP:Living_room|Cleaning
"2017-01-30 12:26:38",START:Living_room|Computing
"2017-01-30 12:51:26",STOP:Living_room|Computing
"2017-01-30 12:51:44",START:Staircase|Going_up
"2017-01-30 12:52:01",STOP:Staircase|Going_up
"2017-01-30 12:52:30",START:Bathroom|Using_the_sink
"2017-01-30 12:55:20",STOP:Bathroom|Using_the_sink
"2017-01-30 12:55:32",START:Bedroom|Dressing
"2017-01-30 12:56:32",STOP:Bedroom|Dressing
"2017-01-30 12:56:38",START:Bedroom|Reading
"2017-01-30 13:32:48",STOP:Bedroom|Reading
"2017-01-30 13:33:38",START:Bedroom|Napping
"2017-01-30 13:50:22",STOP:Bedroom|Napping
"2017-01-30 13:50:31",START:Bedroom|Dressing
"2017-01-30 13:51:34",STOP:Bedroom|Dressing
"2017-01-30 13:51:44",START:Office|Computing
"2017-01-30 14:53:34",STOP:Office|Computing
"2017-01-30 14:53:47",START:Bathroom|Using_the_toilet
"2017-01-30 14:57:22",STOP:Bathroom|Using_the_toilet
"2017-01-30 14:57:29",START:Office|Computing
"2017-01-30 16:44:52",STOP:Office|Computing
"2017-01-30 16:45:11",START:Office|Watching_TV
"2017-01-30 16:58:19",STOP:Office|Watching_TV
"2017-01-30 16:58:28",START:Staircase|Going_down
"2017-01-30 16:58:44",STOP:Staircase|Going_down
"2017-01-30 16:58:50",START:Entrance|Leaving
"2017-01-30 17:00:03",STOP:Entrance|Leaving
"2017-01-31 08:08:35",START:Entrance|Entering
"2017-01-31 08:10:43",STOP:Entrance|Entering
"2017-01-31 08:10:48",START:Staircase|Going_up
"2017-01-31 08:11:07",STOP:Staircase|Going_up
"2017-01-31 08:11:15",START:Bathroom|Showering
"2017-01-31 08:24:55",STOP:Bathroom|Showering
"2017-01-31 08:25:03",START:Bathroom|Using_the_sink
"2017-01-31 08:28:07",STOP:Bathroom|Using_the_sink
"2017-01-31 08:28:29",START:Staircase|Going_down
"2017-01-31 08:28:49",STOP:Staircase|Going_down
"2017-01-31 08:28:56",START:Living_room|Watching_TV
"2017-01-31 08:51:51",STOP:Living_room|Watching_TV
"2017-01-31 08:51:56",START:Staircase|Going_up
"2017-01-31 08:52:09",STOP:Staircase|Going_up
"2017-01-31 08:52:15",START:Office|Computing
"2017-01-31 11:43:27",STOP:Office|Computing
"2017-01-31 11:43:34",START:Staircase|Going_down
"2017-01-31 11:44:01",STOP:Staircase|Going_down
"2017-01-31 11:45:05",START:Kitchen|Preparing
"2017-01-31 11:46:41",STOP:Kitchen|Preparing
"2017-01-31 11:46:47",START:Kitchen|Cooking
"2017-01-31 11:55:52",STOP:Kitchen|Cooking
"2017-01-31 11:56:00",START:Living_room|Eating
"2017-01-31 12:07:26",STOP:Living_room|Eating
"2017-01-31 12:07:55",START:Kitchen|Washing_the_dishes
"2017-01-31 12:14:27",STOP:Kitchen|Washing_the_dishes
"2017-01-31 12:14:40",START:Living_room|Cleaning
"2017-01-31 12:15:23",STOP:Living_room|Cleaning
"2017-01-31 12:15:30",START:Living_room|Computing
"2017-01-31 12:47:32",STOP:Living_room|Computing
"2017-01-31 12:47:40",START:Staircase|Going_up
"2017-01-31 12:48:16",STOP:Staircase|Going_up
"2017-01-31 12:48:21",START:Bathroom|Using_the_sink
"2017-01-31 12:50:52",STOP:Bathroom|Using_the_sink
"2017-01-31 12:51:05",START:Bedroom|Dressing
"2017-01-31 12:52:00",STOP:Bedroom|Dressing
"2017-01-31 12:52:08",START:Bedroom|Reading
"2017-01-31 13:23:09",STOP:Bedroom|Reading
"2017-01-31 13:23:20",START:Bedroom|Napping
"2017-01-31 13:47:08",STOP:Bedroom|Napping
"2017-01-31 13:47:15",START:Bedroom|Dressing
"2017-01-31 13:48:14",STOP:Bedroom|Dressing
"2017-01-31 13:48:24",START:Bathroom|Using_the_toilet
"2017-01-31 13:50:40",STOP:Bathroom|Using_the_toilet
"2017-01-31 13:50:51",START:Office|Computing
"2017-01-31 16:47:09",STOP:Office|Computing
"2017-01-31 16:47:18",START:Office|Watching_TV
"2017-01-31 16:56:09",STOP:Office|Watching_TV
"2017-01-31 16:56:17",START:Staircase|Going_down
"2017-01-31 16:56:36",STOP:Staircase|Going_down
"2017-01-31 16:56:42",START:Entrance|Leaving
"2017-01-31 16:57:54",STOP:Entrance|Leaving
"2017-02-01 08:06:37",START:Entrance|Entering
"2017-02-01 08:08:17",STOP:Entrance|Entering
"2017-02-01 08:08:22",START:Toilet|Using_the_toilet
"2017-02-01 08:09:53",STOP:Toilet|Using_the_toilet
"2017-02-01 08:10:03",START:Staircase|Going_up
"2017-02-01 08:10:23",STOP:Staircase|Going_up
"2017-02-01 08:10:30",START:Bathroom|Showering
"2017-02-01 08:25:37",STOP:Bathroom|Showering
"2017-02-01 08:25:41",START:Bathroom|Using_the_sink
"2017-02-01 08:27:55",STOP:Bathroom|Using_the_sink
"2017-02-01 08:28:03",START:Staircase|Going_down
"2017-02-01 08:28:27",STOP:Staircase|Going_down
"2017-02-01 08:28:51",START:Living_room|Watching_TV
"2017-02-01 08:56:20",STOP:Living_room|Watching_TV
"2017-02-01 08:56:31",START:Staircase|Going_up
"2017-02-01 08:56:53",STOP:Staircase|Going_up
"2017-02-01 08:57:51",START:Office|Computing
"2017-02-01 09:32:51",STOP:Office|Computing
"2017-02-01 09:33:03",START:Bathroom|Using_the_toilet
"2017-02-01 09:35:01",STOP:Bathroom|Using_the_toilet
"2017-02-01 09:35:11",START:Office|Computing
"2017-02-01 11:41:38",STOP:Office|Computing
"2017-02-01 11:41:49",START:Staircase|Going_down
"2017-02-01 11:42:07",STOP:Staircase|Going_down
"2017-02-01 11:42:43",START:Kitchen|Preparing
"2017-02-01 11:44:12",STOP:Kitchen|Preparing
"2017-02-01 11:44:18",START:Kitchen|Cooking
